Appendage,Gene,Name,Category,LFC_sex,padj_sex,Sex_bias,LFC_mating,padj_mating,GO_Domain,GO_Name,Chemosensory_family,Dmel_hit,Dmel_gene_symbol,Dmel_protein_description,Dmel_evalue,Dmel_pct_aa_identity,Dmel_query_coverage_pct,Dmel_bitscore,NCBI_gene_name
Antenna,XM_038071107.1,uncharacterized LOC119661670,Mating-regulated only,0.581092329,0.011514144,NA,1.771685634,3.60628677621243e-23,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119661670
Maxillary palp,XM_038063806.1,ATP-dependent RNA helicase A-like,Sex-and-mating-regulated: direction reinforced by mating,4.044520966,6.48e-10,Female-biased,1.283823231,8.14211777418092e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,ATP-dependent RNA helicase A-like
Maxillary palp,XM_038052644.1,heat shock protein 27-like,Sex-and-mating-regulated: direction reversed by mating,3.836789463,0.000585289,Female-biased,-3.84594836,0.000676406,Unknown,Unknown,NA,TRUE,NP_001246694.1| heat shock protein 23,"NP_001246694.1| heat shock protein 23, isoform B",2.51e-52,71.3,39,169.9,heat shock protein 27-like
Maxillary palp,XM_038049808.1,adult cuticle protein 1-like,Sex-dimorphic only,-3.707545692,0.00017214,Male-biased,-2.309234463,1,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,1.17e-14,41,66.1,69.3,adult cuticle protein 1-like
Maxillary palp,XM_038067280.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-3.400643096,1.83e-67,Male-biased,-3.170564577,2.25696783608165e-60,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,4.16e-11,43.8,65.6,60.1,adult cuticle protein 1-like
Maxillary palp,XM_038069826.1,uncharacterized LOC119660894,Sex-dimorphic only,-3.281389355,0.000133325,Male-biased,0.210861457,1,Unknown,Unknown,NA,TRUE,NP_651285.1| uncharacterized protein Dmel_CG13634,NP_651285.1| uncharacterized protein Dmel_CG13634,1.01e-74,34.8,74.2,245.7,uncharacterized LOC119660894
Maxillary palp,XM_038069819.1,farnesol dehydrogenase-like,Sex-dimorphic only,-3.075783466,3.54e-77,Male-biased,-0.885204002,5.75643482538407e-06,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,6.21e-91,53.4,78.9,272.3,farnesol dehydrogenase-like
Maxillary palp,XM_038062068.1,uncharacterized LOC119655907,Sex-dimorphic only,-3.013926028,5.31e-59,Male-biased,0.542626664,0.185000092,Unknown,Unknown,NA,TRUE,AAY55013.1| IP06786p,"AAY55013.1| IP06786p, partial",1.32e-07,26.9,61.8,51.2,uncharacterized LOC119655907
Maxillary palp,XM_038062069.1,uncharacterized LOC119655907,Sex-dimorphic only,-3.013926028,5.31e-59,Male-biased,0.542626664,0.185000092,Unknown,Unknown,NA,TRUE,NP_650280.1| chemosensory protein A 87a,NP_650280.1| chemosensory protein A 87a,4.01e-09,26.4,64,55.5,uncharacterized LOC119655907
Maxillary palp,XM_038052096.1,uncharacterized LOC119649789,Sex-dimorphic only,-2.787477713,1.92e-134,Male-biased,-0.219159146,0.21451929,Unknown,Unknown,NA,TRUE,AAY55013.1| IP06786p,"AAY55013.1| IP06786p, partial",1.02e-08,26.5,64.6,54.3,uncharacterized LOC119649789
Maxillary palp,XM_038052095.1,uncharacterized LOC119649788,Sex-dimorphic only,-2.781807881,7.25e-180,Male-biased,0.111806143,0.520948617,Unknown,Unknown,NA,TRUE,NP_650280.1| chemosensory protein A 87a,NP_650280.1| chemosensory protein A 87a,4.39e-09,27.3,59.7,55.5,uncharacterized LOC119649788
Maxillary palp,XM_038052098.1,uncharacterized LOC119649793,Sex-dimorphic only,-2.772951032,1.66e-147,Male-biased,0.114981282,0.54895795,Unknown,Unknown,NA,TRUE,AAY55013.1| IP06786p,"AAY55013.1| IP06786p, partial",8.91e-09,24.5,66.2,54.3,uncharacterized LOC119649793
Maxillary palp,XM_038070449.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reversed by mating,2.747498519,2.2e-80,Female-biased,-4.240672941,7.83568407009672e-168,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,3.56e-09,69.4,22.5,53.1,adult cuticle protein 1-like
Maxillary palp,XM_038054130.1,uncharacterized LOC119650909,Sex-dimorphic only,-2.73698991,1.08e-164,Male-biased,0.320160351,0.008932431,Unknown,Unknown,NA,TRUE,NP_650280.1| chemosensory protein A 87a,NP_650280.1| chemosensory protein A 87a,2.50e-10,27,64.4,59.3,uncharacterized LOC119650909
Maxillary palp,XM_038055762.1,putative defense protein 3,Sex-dimorphic only,-2.700809338,1.45e-14,Male-biased,-0.685637022,0.476317905,Unknown,Unknown,NA,TRUE,AAY85069.1| IP04502p,"AAY85069.1| IP04502p, partial",5.45e-66,64.6,52.3,204.9,putative defense protein 3
Maxillary palp,XM_038055763.1,putative defense protein 3,Sex-dimorphic only,-2.700809338,1.45e-14,Male-biased,-0.685637022,0.476317905,Unknown,Unknown,NA,TRUE,AAY85069.1| IP04502p,"AAY85069.1| IP04502p, partial",3.51e-66,64.6,55,204.9,putative defense protein 3
Maxillary palp,XM_038061381.1,uncharacterized LOC119655481,Sex-dimorphic only,-2.689881162,3.5e-138,Male-biased,0.098812184,0.636759069,Unknown,Unknown,NA,TRUE,NP_572395.2| chemosensory protein A 7a,NP_572395.2| chemosensory protein A 7a,4.89e-20,38.7,48.2,85.1,uncharacterized LOC119655481
Maxillary palp,XM_038049425.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-2.60554084,2.15e-51,Male-biased,-3.54803591,4.33033132111311e-156,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,5.75e-11,38.9,75,59.7,adult cuticle protein 1-like
Maxillary palp,XM_038070994.1,uncharacterized LOC119661591,Sex-and-mating-regulated: direction reversed by mating,2.597851084,4.03e-09,Female-biased,-1.783893214,4.4967136670229e-05,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,2.43e-06,51.9,30.9,45.8,uncharacterized LOC119661591
Maxillary palp,XM_038067486.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-2.585308265,1.35e-45,Male-biased,-3.609330954,5.86832525347552e-146,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,4.25e-11,44.1,76.3,59.7,adult cuticle protein 1-like
Maxillary palp,XM_038067846.1,uncharacterized LOC119659644,Sex-dimorphic only,-2.546213768,2.04e-158,Male-biased,-0.150661529,0.274558894,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119659644
Maxillary palp,XM_038052092.1,uncharacterized LOC119649787,Sex-dimorphic only,-2.489756246,5.69e-06,Male-biased,0.65109666,0.531339049,Unknown,Unknown,NA,TRUE,NP_611312.1| uncharacterized protein Dmel_CG18536,NP_611312.1| uncharacterized protein Dmel_CG18536,1.05e-08,28.4,69.8,54.3,uncharacterized LOC119649787
Maxillary palp,XM_038052093.1,uncharacterized LOC119649787,Sex-dimorphic only,-2.489756246,5.69e-06,Male-biased,0.65109666,0.531339049,Unknown,Unknown,NA,TRUE,NP_611312.1| uncharacterized protein Dmel_CG18536,NP_611312.1| uncharacterized protein Dmel_CG18536,1.37e-08,28.4,63.2,54.3,uncharacterized LOC119649787
Maxillary palp,XM_038052094.1,uncharacterized LOC119649787,Sex-dimorphic only,-2.489756246,5.69e-06,Male-biased,0.65109666,0.531339049,Unknown,Unknown,NA,TRUE,NP_611312.1| uncharacterized protein Dmel_CG18536,NP_611312.1| uncharacterized protein Dmel_CG18536,3.34e-09,28.9,69.3,55.8,uncharacterized LOC119649787
Maxillary palp,XM_038062313.1,uncharacterized LOC119656045,Sex-and-mating-regulated: direction reversed by mating,2.427965943,6.71e-22,Female-biased,-1.030902348,4.19521691173963e-06,Unknown,Unknown,NA,TRUE,NP_001163011.1| uncharacterized protein Dmel_CG42502,"NP_001163011.1| uncharacterized protein Dmel_CG42502, isoform A",3.98e-07,54.8,27.9,45.4,uncharacterized LOC119656045
Maxillary palp,XM_038048810.1,calphotin-like,Sex-and-mating-regulated: direction reinforced by mating,-2.406803816,5.14e-06,Male-biased,-4.458140815,5.80542900045251e-07,Unknown,Unknown,NA,TRUE,NP_727758.1| uncharacterized protein Dmel_CG32603,NP_727758.1| uncharacterized protein Dmel_CG32603,4.96e-09,43.6,24.5,59.7,calphotin-like
Maxillary palp,XM_038057730.1,uncharacterized LOC119653178,Sex-and-mating-regulated: direction reinforced by mating,-2.389960289,5.37e-19,Male-biased,-1.964189534,2.95906676574623e-09,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119653178
Maxillary palp,XM_038050989.1,uncharacterized LOC119649032,Sex-and-mating-regulated: direction reversed by mating,2.372489922,2.39e-14,Female-biased,-5.370512216,2.08947473285011e-39,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649032
Maxillary palp,XM_038049934.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-2.362229327,8.74e-47,Male-biased,-4.113173821,4.11095350613829e-219,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,6.50e-14,46.6,59.5,67.4,adult cuticle protein 1-like
Maxillary palp,XM_038048398.1,female-specific protein transformer,Sex-dimorphic only,2.252382128,2.15e-150,Female-biased,-0.126354628,0.152296458,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,female-specific protein transformer
Maxillary palp,XM_038070418.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-2.247106762,3.54e-14,Male-biased,-4.616175073,0,Unknown,Unknown,NA,TRUE,NP_477115.1| adult cuticle protein 1,NP_477115.1| adult cuticle protein 1,1.99e-14,45.3,56,68.2,adult cuticle protein 1-like
Maxillary palp,XM_038046752.1,mantle protein,Sex-and-mating-regulated: direction reinforced by mating,-2.241131758,2.97e-21,Male-biased,-2.302181999,5.39078118896412e-19,Unknown,Unknown,NA,TRUE,NP_611205.1| Vajk4,NP_611205.1| Vajk4,2.55e-145,77.5,79.3,417.5,mantle protein
Maxillary palp,XM_038067337.1,"glycine, alanine and asparagine-rich protein-like",Sex-and-mating-regulated: direction reversed by mating,2.225492941,1.87e-16,Female-biased,-3.477615695,4.33021619681908e-28,Unknown,Unknown,NA,TRUE,NP_649785.1| uncharacterized protein Dmel_CG11693,"NP_649785.1| uncharacterized protein Dmel_CG11693, isoform A",3.02e-38,59.9,58,139,"glycine, alanine and asparagine-rich protein-like"
Maxillary palp,XM_038065987.1,ice-structuring glycoprotein-like,Sex-and-mating-regulated: direction reinforced by mating,-2.213914706,1.27e-17,Male-biased,-4.025268244,3.9032782102156e-07,Unknown,Unknown,NA,TRUE,NP_001097645.1| cuticular protein 76Bd,"NP_001097645.1| cuticular protein 76Bd, isoform B",2.11e-34,36.5,95.3,141.7,ice-structuring glycoprotein-like
Maxillary palp,XM_038048397.1,female-specific protein transformer,Sex-dimorphic only,2.177025535,4.49e-155,Female-biased,-0.105676426,0.262955676,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,female-specific protein transformer
Maxillary palp,XM_038070658.1,farnesol dehydrogenase-like,Sex-dimorphic only,-2.12563466,4.9e-08,Male-biased,-0.490783959,0.631359995,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,2.34e-93,53,88.8,276.9,farnesol dehydrogenase-like
Maxillary palp,XM_038070450.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reversed by mating,2.104053839,1.35e-53,Female-biased,-4.078439937,3.42733764607889e-204,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,5.01e-11,75,24.1,57.8,adult cuticle protein 1-like
Maxillary palp,XM_038049991.1,heat shock protein 27-like,Sex-dimorphic only,2.012473939,0.000506951,Female-biased,-1.359079921,0.020687799,Unknown,Unknown,NA,TRUE,NP_001246694.1| heat shock protein 23,"NP_001246694.1| heat shock protein 23, isoform B",1.13e-27,52,39.6,105.1,heat shock protein 27-like
Maxillary palp,XM_038063798.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-2.007034881,1.7e-27,Male-biased,-4.297297373,0,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,4.04e-18,45,58.4,79.3,adult cuticle protein 1-like
Maxillary palp,XM_038054162.1,uncharacterized LOC119650933,Sex-dimorphic only,-1.980583255,5.67e-27,Male-biased,-0.377912561,0.226179902,Unknown,Unknown,NA,TRUE,NP_609958.1| uncharacterized protein Dmel_CG17350,NP_609958.1| uncharacterized protein Dmel_CG17350,2.65e-28,50,37.8,114,uncharacterized LOC119650933
Maxillary palp,XM_038054163.1,uncharacterized LOC119650933,Sex-dimorphic only,-1.980583255,5.67e-27,Male-biased,-0.377912561,0.226179902,Unknown,Unknown,NA,TRUE,NP_609958.1| uncharacterized protein Dmel_CG17350,NP_609958.1| uncharacterized protein Dmel_CG17350,1.63e-25,41.4,50,105.9,uncharacterized LOC119650933
Maxillary palp,XM_038054164.1,uncharacterized LOC119650933,Sex-dimorphic only,-1.980583255,5.67e-27,Male-biased,-0.377912561,0.226179902,Unknown,Unknown,NA,TRUE,NP_609958.1| uncharacterized protein Dmel_CG17350,NP_609958.1| uncharacterized protein Dmel_CG17350,1.33e-25,43.2,49.4,105.9,uncharacterized LOC119650933
Maxillary palp,XM_038070599.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-1.917362106,1.05e-114,Male-biased,-2.743998644,2.29582197502063e-135,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,2.29e-15,41.6,55,70.9,adult cuticle protein 1-like
Maxillary palp,XM_038070448.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reversed by mating,1.912515128,7.15e-35,Female-biased,-3.986624785,5.69884978554299e-170,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,1.54e-10,75,21.4,57,adult cuticle protein 1-like
Maxillary palp,XM_038046478.1,adult cuticle protein 1-like,Sex-dimorphic only,-1.864935133,3.49e-07,Male-biased,-0.185157933,0.455628526,Unknown,Unknown,NA,TRUE,NP_001285713.1| uncharacterized protein Dmel_CG7203,"NP_001285713.1| uncharacterized protein Dmel_CG7203, isoform C",1.25e-12,82.9,23.9,61.6,adult cuticle protein 1-like
Maxillary palp,XM_038067699.1,uncharacterized LOC119659549,Sex-dimorphic only,1.848566768,4.71e-18,Female-biased,0.801105322,3.41963865510543e-10,Unknown,Unknown,NA,TRUE,ACD81838.1| IP21807p,"ACD81838.1| IP21807p, partial",1.22e-99,36.1,82.5,307,uncharacterized LOC119659549
Maxillary palp,XM_038055013.1,lysosomal acid phosphatase-like,Sex-dimorphic only,1.835638611,9.81e-05,Female-biased,-0.872615937,0.076582305,Unknown,Unknown,NA,TRUE,NP_650991.1| uncharacterized protein Dmel_CG6656,NP_650991.1| uncharacterized protein Dmel_CG6656,8.97e-60,33.1,72.4,201.8,lysosomal acid phosphatase-like
Maxillary palp,XM_038062546.1,uncharacterized LOC119656191,Sex-dimorphic only,1.825853491,2.66e-05,Female-biased,0.327592002,0.52927827,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119656191
Maxillary palp,XM_038064765.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-1.819075768,1.52e-19,Male-biased,-2.391942003,2.52726883693011e-50,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,1.08e-11,44.1,65,61.2,adult cuticle protein 1-like
Maxillary palp,XM_038053953.1,proline-rich protein 4,Sex-and-mating-regulated: direction reinforced by mating,-1.796523575,1.51e-05,Male-biased,-2.077769011,3.55738716870618e-05,Unknown,Unknown,NA,TRUE,NP_609688.3| Vajk1,"NP_609688.3| Vajk1, isoform A",7.19e-85,76.2,48.3,268.5,proline-rich protein 4
Maxillary palp,XM_038049601.1,macrophage mannose receptor 1,Sex-and-mating-regulated: direction reinforced by mating,-1.764571239,2.01e-36,Male-biased,-2.105269208,2.52874441862361e-95,Unknown,Unknown,NA,TRUE,NP_728586.1| triforce,"NP_728586.1| triforce, isoform A",1.66e-104,95.4,22.9,315.8,macrophage mannose receptor 1
Maxillary palp,XM_038068766.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-1.746689292,1.94e-23,Male-biased,-4.507230318,0,Unknown,Unknown,NA,TRUE,NP_477115.1| adult cuticle protein 1,NP_477115.1| adult cuticle protein 1,7.16e-16,44.5,54.5,72,adult cuticle protein 1-like
Maxillary palp,XM_038049602.1,macrophage mannose receptor 1,Sex-and-mating-regulated: direction reinforced by mating,-1.709448832,4.05e-35,Male-biased,-1.909337119,2.71763123994754e-85,Unknown,Unknown,NA,TRUE,NP_612091.1| triforce,"NP_612091.1| triforce, isoform B",2.78e-127,66.8,36,384.4,macrophage mannose receptor 1
Maxillary palp,XM_038049603.1,macrophage mannose receptor 1,Sex-and-mating-regulated: direction reinforced by mating,-1.709448832,4.05e-35,Male-biased,-1.909337119,2.71763123994754e-85,Unknown,Unknown,NA,TRUE,NP_612091.1| triforce,"NP_612091.1| triforce, isoform B",5.59e-117,66,34.8,357.5,macrophage mannose receptor 1
Maxillary palp,XM_038049604.1,macrophage mannose receptor 1,Sex-and-mating-regulated: direction reinforced by mating,-1.709448832,4.05e-35,Male-biased,-1.909337119,2.71763123994754e-85,Unknown,Unknown,NA,TRUE,NP_612091.1| triforce,"NP_612091.1| triforce, isoform B",5.35e-117,66.2,34.8,357.5,macrophage mannose receptor 1
Maxillary palp,XM_038048275.1,uncharacterized LOC119647330,Sex-dimorphic only,-1.709199988,2.42e-31,Male-biased,0.029792425,0.947707964,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119647330
Maxillary palp,XM_038051448.1,clavesin-2,Sex-and-mating-regulated: direction reinforced by mating,-1.702593336,6.19e-20,Male-biased,-2.258100781,5.0154632318827e-37,Unknown,Unknown,NA,TRUE,NP_523939.1| cellular retinaldehyde binding protein,NP_523939.1| cellular retinaldehyde binding protein,6.50e-147,59.9,74.3,421.8,clavesin-2
Maxillary palp,XM_038062097.1,uncharacterized LOC119655926,Sex-dimorphic only,-1.677542879,1.36e-05,Male-biased,-0.151232784,0.893381375,Unknown,Unknown,NA,TRUE,NP_725310.1| uncharacterized protein Dmel_CG13331,NP_725310.1| uncharacterized protein Dmel_CG13331,1.20e-31,30.4,74.5,125.6,uncharacterized LOC119655926
Maxillary palp,XM_038050860.1,uncharacterized LOC119648944,Sex-and-mating-regulated: direction reversed by mating,1.677458888,9.65e-14,Female-biased,-4.637838808,1.66585245354955e-76,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119648944
Maxillary palp,XM_038051135.1,uncharacterized LOC119649131,Sex-dimorphic only,1.668389039,9.33e-08,Female-biased,-0.11460703,0.822545379,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649131
Maxillary palp,XM_038051136.1,uncharacterized LOC119649131,Sex-dimorphic only,1.668389039,9.33e-08,Female-biased,-0.11460703,0.822545379,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649131
Maxillary palp,XM_038061713.1,mediator of RNA polymerase II transcription subunit 15,Sex-and-mating-regulated: direction reinforced by mating,-1.667820337,4.84e-23,Male-biased,-2.045651779,4.7025769537534e-216,Unknown,Unknown,NA,TRUE,NP_001284767.1| uncharacterized protein Dmel_CG11380,"NP_001284767.1| uncharacterized protein Dmel_CG11380, isoform B",5.44e-21,42,12.6,99.4,mediator of RNA polymerase II transcription subunit 15
Maxillary palp,XM_038065338.1,glycine-rich cell wall structural protein-like,Sex-and-mating-regulated: direction reversed by mating,1.657920587,5.53e-09,Female-biased,-2.709221956,4.11649616738706e-31,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,glycine-rich cell wall structural protein-like
Maxillary palp,XM_038051027.1,mucin-2-like,Sex-and-mating-regulated: direction reinforced by mating,-1.636141033,9.68e-15,Male-biased,-2.98824489,4.01892394256855e-80,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,mucin-2-like
Maxillary palp,XM_038069685.1,proteoglycan 4,Sex-and-mating-regulated: direction reinforced by mating,-1.635229676,0.000592548,Male-biased,-4.639013613,0,Unknown,Unknown,NA,TRUE,NP_001284733.1| uncharacterized protein Dmel_CG3777,"NP_001284733.1| uncharacterized protein Dmel_CG3777, isoform D",1.14e-86,36.9,53.2,304.7,proteoglycan 4
Maxillary palp,XM_038069684.1,proteoglycan 4,Sex-and-mating-regulated: direction reinforced by mating,-1.635084385,0.00059318,Male-biased,-4.639159403,0,Unknown,Unknown,NA,TRUE,NP_001284733.1| uncharacterized protein Dmel_CG3777,"NP_001284733.1| uncharacterized protein Dmel_CG3777, isoform D",3.12e-87,36.9,62.8,304.7,proteoglycan 4
Maxillary palp,XM_038065212.1,uncharacterized LOC119657994,Sex-and-mating-regulated: direction reinforced by mating,-1.599096699,3.54e-07,Male-biased,-4.63095491,0,Unknown,Unknown,NA,TRUE,NP_573137.1| uncharacterized protein Dmel_CG9782,NP_573137.1| uncharacterized protein Dmel_CG9782,4.31e-12,36,56.3,65.1,uncharacterized LOC119657994
Maxillary palp,XM_038048778.1,uncharacterized transmembrane protein DDB_G0289901-like,Sex-and-mating-regulated: direction reinforced by mating,-1.591412543,0.000295242,Male-biased,-5.323405788,2.96191926942026e-170,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized transmembrane protein DDB_G0289901-like
Maxillary palp,XM_038070023.1,mucin-2,Sex-and-mating-regulated: direction reinforced by mating,-1.56280277,1.47e-16,Male-biased,-2.443697593,3.24684014964815e-58,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,mucin-2
Maxillary palp,XM_038070024.1,mucin-2,Sex-and-mating-regulated: direction reinforced by mating,-1.56280277,1.47e-16,Male-biased,-2.443697593,3.24684014964815e-58,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,mucin-2
Maxillary palp,XM_038054477.1,"protein Skeletor, isoforms B/C",Sex-and-mating-regulated: direction reinforced by mating,-1.558105378,5.84e-17,Male-biased,-1.452454808,2.47732458741973e-135,Unknown,Unknown,NA,TRUE,NP_001247027.1| skeletor,"NP_001247027.1| skeletor, isoform E",0.00e+00,71.5,51.8,1197.2,"protein Skeletor, isoforms B/C"
Maxillary palp,XM_038054478.1,"protein Skeletor, isoforms B/C",Sex-and-mating-regulated: direction reinforced by mating,-1.558105378,5.84e-17,Male-biased,-1.452454808,2.47732458741973e-135,Unknown,Unknown,NA,TRUE,NP_001247027.1| skeletor,"NP_001247027.1| skeletor, isoform E",0.00e+00,71.5,52.6,1197.2,"protein Skeletor, isoforms B/C"
Maxillary palp,XM_038056933.1,integumentary mucin A.1-like,Sex-dimorphic only,1.556252705,1.6e-20,Female-biased,0.561760509,4.56845558610559e-07,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,integumentary mucin A.1-like
Maxillary palp,XM_038050002.1,cuticle protein 12.5-like,Sex-and-mating-regulated: direction reinforced by mating,-1.539418151,6.6e-36,Male-biased,-2.164140956,5.26489020057464e-127,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 12.5-like
Maxillary palp,XM_038059099.1,dopamine N-acetyltransferase,Sex-dimorphic only,1.513073746,7.9e-17,Female-biased,-0.781700333,0.000143318,Unknown,Unknown,NA,TRUE,NP_001401022.1| speck,"NP_001401022.1| speck, isoform C",1.98e-88,52.6,41.7,275.4,dopamine N-acetyltransferase
Maxillary palp,XM_038049737.1,uncharacterized LOC119648161,Sex-and-mating-regulated: direction reinforced by mating,-1.510626784,8.74e-09,Male-biased,-1.053269769,0.000109614,Unknown,Unknown,NA,TRUE,AEM98448.1| MIP30171p1,"AEM98448.1| MIP30171p1, partial",9.41e-109,52.7,29.8,353.6,uncharacterized LOC119648161
Maxillary palp,XM_038071090.1,farnesol dehydrogenase-like,Sex-and-mating-regulated: direction reinforced by mating,-1.504269612,6.95e-07,Male-biased,-1.932231335,2.17573437115653e-05,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,1.01e-88,53,66.7,268.9,farnesol dehydrogenase-like
Maxillary palp,XM_038071169.1,TPR-containing protein DDB_G0280363,Sex-and-mating-regulated: direction reinforced by mating,-1.481913435,1.4e-08,Male-biased,-1.693131045,5.67275008262248e-19,Unknown,Unknown,NA,TRUE,NP_001286460.1| uncharacterized protein Dmel_CG12964,"NP_001286460.1| uncharacterized protein Dmel_CG12964, isoform C",5.40e-108,59.2,17.2,374,TPR-containing protein DDB_G0280363
Maxillary palp,XM_038054808.1,putative defense protein 2,Sex-and-mating-regulated: direction reinforced by mating,-1.480860988,1.53e-11,Male-biased,-2.69079016,3.39359219802356e-21,Unknown,Unknown,NA,TRUE,AAY85069.1| IP04502p,"AAY85069.1| IP04502p, partial",2.80e-06,25,58.8,47.8,putative defense protein 2
Maxillary palp,XM_038054810.1,putative defense protein 2,Sex-and-mating-regulated: direction reinforced by mating,-1.479940806,1.7e-11,Male-biased,-2.724333806,2.67857777337921e-21,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,putative defense protein 2
Maxillary palp,XM_038060880.1,mucin-5AC-like,Sex-dimorphic only,-1.468322849,2.75e-23,Male-biased,-0.994879468,7.66374303782568e-23,Unknown,Unknown,NA,TRUE,NP_524908.1| Ecdysone-inducible gene E3,NP_524908.1| Ecdysone-inducible gene E3,2.42e-42,46.2,17,158.7,mucin-5AC-like
Maxillary palp,XM_038060882.1,mucin-5AC-like,Sex-dimorphic only,-1.46799213,2.75e-23,Male-biased,-0.995482221,6.63489561556393e-23,Unknown,Unknown,NA,TRUE,NP_524908.1| Ecdysone-inducible gene E3,NP_524908.1| Ecdysone-inducible gene E3,2.15e-42,46.2,17.9,158.7,mucin-5AC-like
Maxillary palp,XM_038061882.1,vanin-like protein 1,Sex-dimorphic only,-1.466354186,1.33e-08,Male-biased,-0.055943796,0.925202119,Unknown,Unknown,NA,TRUE,NP_572297.1| vanin-like,NP_572297.1| vanin-like,3.39e-126,41.3,86.5,382.1,vanin-like protein 1
Maxillary palp,XM_038071083.1,histidine-rich glycoprotein,Sex-and-mating-regulated: direction reversed by mating,1.461441211,3.9e-10,Female-biased,-2.017898471,1.38369384973264e-17,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,histidine-rich glycoprotein
