Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
AaegIR137,AaegIR137,,,Aedes aegypti,Aaeg,IR137,IR,AaegIr137,AaegIr137,ionotropic receptor 137 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR138,AaegIR138,,,Aedes aegypti,Aaeg,IR138,IR,AaegIr138,AaegIr138,ionotropic receptor 138 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR139,AaegIR139,,,Aedes aegypti,Aaeg,IR139,IR,AaegIr139,AaegIr139,ionotropic receptor 139 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR140,AaegIR140,,,Aedes aegypti,Aaeg,IR140,IR,AaegIr140,AaegIr140,ionotropic receptor 140 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR141,AaegIR141,,,Aedes aegypti,Aaeg,IR141,IR,AaegIr141,AaegIr141,ionotropic receptor 141 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR142,AaegIR142,,,Aedes aegypti,Aaeg,IR142,IR,AaegIr142,AaegIr142,ionotropic receptor 142 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR143,AaegIR143,,,Aedes aegypti,Aaeg,IR143,IR,AaegIr143,AaegIr143,ionotropic receptor 143 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR144,AaegIR144,,,Aedes aegypti,Aaeg,IR144,IR,AaegIr144,AaegIr144,ionotropic receptor 144 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR145,AaegIR145,,,Aedes aegypti,Aaeg,IR145,IR,AaegIr145,AaegIr145,ionotropic receptor 145 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR146,AaegIR146,,,Aedes aegypti,Aaeg,IR146,IR,AaegIr146,AaegIr146,Ionotropic receptor IR146 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR147,AaegIR147,,,Aedes aegypti,Aaeg,IR147,IR,AaegIr147,AaegIr147,ionotropic receptor 147 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR148,AaegIR148,,,Aedes aegypti,Aaeg,IR148,IR,AaegIr148,AaegIr148,Ionotropic receptor IR148 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR149,AaegIR149,,,Aedes aegypti,Aaeg,IR149,IR,AaegIr149,AaegIr149,ionotropic receptor 149 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR150,AaegIR150,,,Aedes aegypti,Aaeg,IR150,IR,AaegIr150,AaegIr150,ionotropic receptor 150 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR151,AaegIR151,,,Aedes aegypti,Aaeg,IR151,IR,AaegIr151,AaegIr151,ionotropic receptor 151 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR152,AaegIR152,,,Aedes aegypti,Aaeg,IR152,IR,AaegIr152,AaegIr152,ionotropic receptor 152 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR153,AaegIR153,,,Aedes aegypti,Aaeg,IR153,IR,AaegIr153,AaegIr153,ionotropic receptor 153 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR154,AaegIR154,,,Aedes aegypti,Aaeg,IR154,IR,AaegIr154,AaegIr154,ionotropic receptor 154 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR155,AaegIR155,,,Aedes aegypti,Aaeg,IR155,IR,AaegIr155,AaegIr155,ionotropic receptor 155 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR156,AaegIR156,,,Aedes aegypti,Aaeg,IR156,IR,AaegIr156,AaegIr156,ionotropic receptor 156 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR157,AaegIR157,,,Aedes aegypti,Aaeg,IR157,IR,AaegIr157,AaegIr157,ionotropic receptor 157 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR158,AaegIR158,,,Aedes aegypti,Aaeg,IR158,IR,AaegIr158,AaegIr158,ionotropic receptor 158 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR159,AaegIR159,,,Aedes aegypti,Aaeg,IR159,IR,AaegIr159,AaegIr159,ionotropic receptor 159 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR160,AaegIR160,,,Aedes aegypti,Aaeg,IR160,IR,AaegIr160,AaegIr160,ionotropic receptor 160 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR161,AaegIR161,,,Aedes aegypti,Aaeg,IR161,IR,AaegIr161,AaegIr161,Ionotropic receptor IR161 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR162,AaegIR162,,,Aedes aegypti,Aaeg,IR162,IR,AaegIr162,AaegIr162,Ionotropic receptor IR162 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR163,AaegIR163,,,Aedes aegypti,Aaeg,IR163,IR,AaegIr163,AaegIr163,ionotropic receptor 163 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR164,AaegIR164,,,Aedes aegypti,Aaeg,IR164,IR,AaegIr164,AaegIr164,Ionotropic receptor IR164 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR165,AaegIR165,,,Aedes aegypti,Aaeg,IR165,IR,AaegIr165,AaegIr165,ionotropic receptor 165 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR166,AaegIR166,,,Aedes aegypti,Aaeg,IR166,IR,AaegIr166,AaegIr166,Ionotropic receptor IR166 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR167,AaegIR167,,,Aedes aegypti,Aaeg,IR167,IR,AaegIr167,AaegIr167,Ionotropic receptor IR167 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR168,AaegIR168,,,Aedes aegypti,Aaeg,IR168,IR,AaegIr168,AaegIr168,ionotropic receptor 168 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR169,AaegIR169,,,Aedes aegypti,Aaeg,IR169,IR,AaegIr169,AaegIr169,ionotropic receptor 169 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR170,AaegIR170,,,Aedes aegypti,Aaeg,IR170,IR,AaegIr170,AaegIr170,ionotropic receptor 170 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR171,AaegIR171,,,Aedes aegypti,Aaeg,IR171,IR,AaegIr171,AaegIr171,ionotropic receptor 171 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegIR172,AaegIR172,,,Aedes aegypti,Aaeg,IR172,IR,AaegIr172,AaegIr172,ionotropic receptor 172 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
DmelIR100a,DmelIR100a,,,Drosophila melanogaster,Dmel,IR100a,IR,NP_651898.2,NP_651898.2,ionotropic receptor 100a [Drosophila melanogaster],FlyBase/NCBI
DmelIR10a,DmelIR10a,,,Drosophila melanogaster,Dmel,IR10a,IR,NP_001096949.1,NP_001096949.1,ionotropic receptor 10a [Drosophila melanogaster],FlyBase/NCBI
DmelIR11a,DmelIR11a,,,Drosophila melanogaster,Dmel,IR11a,IR,NP_572795.2,NP_572795.2,ionotropic receptor 11a [Drosophila melanogaster],FlyBase/NCBI
DmelIR20a,DmelIR20a,,,Drosophila melanogaster,Dmel,IR20a,IR,NP_608456.1,NP_608456.1,ionotropic receptor 20a [Drosophila melanogaster],FlyBase/NCBI
DmelIR21a,DmelIR21a,,,Drosophila melanogaster,Dmel,IR21a,IR,Q9VPI2.2,Q9VPI2.2,RecName: Full=Ionotropic receptor 21a; Flags: Precursor,FlyBase/NCBI
DmelIR25a,DmelIR25a,,,Drosophila melanogaster,Dmel,IR25a,IR,E9NA96.1,E9NA96.1,RecName: Full=Ionotropic receptor 25a; Flags: Precursor,FlyBase/NCBI
DmelIR31a,DmelIR31a,,,Drosophila melanogaster,Dmel,IR31a,IR,NP_723585.2,NP_723585.2,"ionotropic receptor 31a, isoform D [Drosophila melanogaster]",FlyBase/NCBI
DmelIR40a,DmelIR40a,,,Drosophila melanogaster,Dmel,IR40a,IR,Q9V9N1.4,Q9V9N1.4,RecName: Full=Ionotropic receptor 40a; Flags: Precursor,FlyBase/NCBI
DmelIR41a,DmelIR41a,,,Drosophila melanogaster,Dmel,IR41a,IR,NP_995744.4,NP_995744.4,ionotropic receptor 41a [Drosophila melanogaster],FlyBase/NCBI
DmelIR47a,DmelIR47a,,,Drosophila melanogaster,Dmel,IR47a,IR,NP_610580.1,NP_610580.1,ionotropic receptor 47a [Drosophila melanogaster],FlyBase/NCBI
DmelIR48b,DmelIR48b,,,Drosophila melanogaster,Dmel,IR48b,IR,NP_610697.1,NP_610697.1,ionotropic receptor 48b [Drosophila melanogaster],FlyBase/NCBI
DmelIR48c,DmelIR48c,,,Drosophila melanogaster,Dmel,IR48c,IR,NP_610700.1,NP_610700.1,ionotropic receptor 48c [Drosophila melanogaster],FlyBase/NCBI
DmelIR51b,DmelIR51b,,,Drosophila melanogaster,Dmel,IR51b,IR,NP_725440.1,NP_725440.1,ionotropic receptor 51b [Drosophila melanogaster],FlyBase/NCBI
DmelIR52a,DmelIR52a,,,Drosophila melanogaster,Dmel,IR52a,IR,NP_611041.2,NP_611041.2,ionotropic receptor 52a [Drosophila melanogaster],FlyBase/NCBI
DmelIR52b,DmelIR52b,,,Drosophila melanogaster,Dmel,IR52b,IR,NP_725469.2,NP_725469.2,ionotropic receptor 52b [Drosophila melanogaster],FlyBase/NCBI
DmelIR52c,DmelIR52c,,,Drosophila melanogaster,Dmel,IR52c,IR,NP_725470.1,NP_725470.1,ionotropic receptor 52c [Drosophila melanogaster],FlyBase/NCBI
DmelIR52d,DmelIR52d,,,Drosophila melanogaster,Dmel,IR52d,IR,NP_611042.2,NP_611042.2,ionotropic receptor 52d [Drosophila melanogaster],FlyBase/NCBI
DmelIR54a,DmelIR54a,,,Drosophila melanogaster,Dmel,IR54a,IR,NP_611259.2,NP_611259.2,ionotropic receptor 54a [Drosophila melanogaster],FlyBase/NCBI
DmelIR56a,DmelIR56a,,,Drosophila melanogaster,Dmel,IR56a,IR,NP_725850.1,NP_725850.1,ionotropic receptor 56a [Drosophila melanogaster],FlyBase/NCBI
DmelIR56b,DmelIR56b,,,Drosophila melanogaster,Dmel,IR56b,IR,NP_001401019.1,NP_001401019.1,"ionotropic receptor 56b, isoform C [Drosophila melanogaster]",FlyBase/NCBI
DmelIR56c,DmelIR56c,,,Drosophila melanogaster,Dmel,IR56c,IR,NP_611431.1,NP_611431.1,ionotropic receptor 56c [Drosophila melanogaster],FlyBase/NCBI
DmelIR56d,DmelIR56d,,,Drosophila melanogaster,Dmel,IR56d,IR,NP_611432.1,NP_611432.1,ionotropic receptor 56d [Drosophila melanogaster],FlyBase/NCBI
DmelIR60a,DmelIR60a,,,Drosophila melanogaster,Dmel,IR60a,IR,NP_611901.1,NP_611901.1,ionotropic receptor 60a [Drosophila melanogaster],FlyBase/NCBI
DmelIR60b,DmelIR60b,,,Drosophila melanogaster,Dmel,IR60b,IR,NP_001137755.1,NP_001137755.1,ionotropic receptor 60b [Drosophila melanogaster],FlyBase/NCBI
DmelIR60d,DmelIR60d,,,Drosophila melanogaster,Dmel,IR60d,IR,NP_001137757.2,NP_001137757.2,ionotropic receptor 60d [Drosophila melanogaster],FlyBase/NCBI
DmelIR60e,DmelIR60e,,,Drosophila melanogaster,Dmel,IR60e,IR,NP_611927.3,NP_611927.3,ionotropic receptor 60e [Drosophila melanogaster],FlyBase/NCBI
DmelIR62a,DmelIR62a,,,Drosophila melanogaster,Dmel,IR62a,IR,NP_001033986.1,NP_001033986.1,ionotropic receptor 62a [Drosophila melanogaster],FlyBase/NCBI
DmelIR64a,DmelIR64a,,,Drosophila melanogaster,Dmel,IR64a,IR,NP_647962.1,NP_647962.1,ionotropic receptor 64a [Drosophila melanogaster],FlyBase/NCBI
DmelIR67b,DmelIR67b,,,Drosophila melanogaster,Dmel,IR67b,IR,NP_648393.1,NP_648393.1,ionotropic receptor 67b [Drosophila melanogaster],FlyBase/NCBI
DmelIR67c,DmelIR67c,,,Drosophila melanogaster,Dmel,IR67c,IR,NP_729609.1,NP_729609.1,ionotropic receptor 67c [Drosophila melanogaster],FlyBase/NCBI
DmelIR68a,DmelIR68a,,,Drosophila melanogaster,Dmel,IR68a,IR,NP_001287031.1,NP_001287031.1,"ionotropic receptor 68a, isoform B [Drosophila melanogaster]",FlyBase/NCBI
DmelIR68b,DmelIR68b,,,Drosophila melanogaster,Dmel,IR68b,IR,NP_648548.1,NP_648548.1,ionotropic receptor 68b [Drosophila melanogaster],FlyBase/NCBI
DmelIR75a,DmelIR75a,,,Drosophila melanogaster,Dmel,IR75a,IR,Q9VVL1.2,Q9VVL1.2,RecName: Full=Ionotropic receptor 75a,FlyBase/NCBI
DmelIR75b,DmelIR75b,,,Drosophila melanogaster,Dmel,IR75b,IR,NP_001137966.2,NP_001137966.2,ionotropic receptor 75b [Drosophila melanogaster],FlyBase/NCBI
DmelIR75c,DmelIR75c,,,Drosophila melanogaster,Dmel,IR75c,IR,NP_649013.3,NP_649013.3,ionotropic receptor 75c [Drosophila melanogaster],FlyBase/NCBI
DmelIR75d,DmelIR75d,,,Drosophila melanogaster,Dmel,IR75d,IR,NP_649074.2,NP_649074.2,ionotropic receptor 75d [Drosophila melanogaster],FlyBase/NCBI
DmelIR76a,DmelIR76a,,,Drosophila melanogaster,Dmel,IR76a,IR,NP_001097647.3,NP_001097647.3,"ionotropic receptor 76a, isoform E [Drosophila melanogaster]",FlyBase/NCBI
DmelIR76b,DmelIR76b,,,Drosophila melanogaster,Dmel,IR76b,IR,Q9VW78.1,Q9VW78.1,RecName: Full=Ionotropic receptor coreceptor Ir76b; AltName: Full=Ionotropic receptor 76b; Flags: Precursor,FlyBase/NCBI
DmelIR7a,DmelIR7a,,,Drosophila melanogaster,Dmel,IR7a,IR,NP_572406.1,NP_572406.1,ionotropic receptor 7a [Drosophila melanogaster],FlyBase/NCBI
DmelIR7b,DmelIR7b,,,Drosophila melanogaster,Dmel,IR7b,IR,NP_572410.2,NP_572410.2,ionotropic receptor 7b [Drosophila melanogaster],FlyBase/NCBI
DmelIR7c,DmelIR7c,,,Drosophila melanogaster,Dmel,IR7c,IR,NP_001245572.1,NP_001245572.1,"ionotropic receptor 7c, isoform B [Drosophila melanogaster]",FlyBase/NCBI
DmelIR7d,DmelIR7d,,,Drosophila melanogaster,Dmel,IR7d,IR,NP_001138175.1,NP_001138175.1,ionotropic receptor 7d [Drosophila melanogaster],FlyBase/NCBI
DmelIR7e,DmelIR7e,,,Drosophila melanogaster,Dmel,IR7e,IR,NP_001138176.1,NP_001138176.1,ionotropic receptor 7e [Drosophila melanogaster],FlyBase/NCBI
DmelIR7f,DmelIR7f,,,Drosophila melanogaster,Dmel,IR7f,IR,NP_001138177.1,NP_001138177.1,ionotropic receptor 7f [Drosophila melanogaster],FlyBase/NCBI
DmelIR7g,DmelIR7g,,,Drosophila melanogaster,Dmel,IR7g,IR,NP_001368933.1,NP_001368933.1,ionotropic receptor 7g [Drosophila melanogaster],FlyBase/NCBI
DmelIR84a,DmelIR84a,,,Drosophila melanogaster,Dmel,IR84a,IR,Q9VIA5.2,Q9VIA5.2,RecName: Full=Ionotropic receptor 84a; Flags: Precursor,FlyBase/NCBI
DmelIR85a,DmelIR85a,,,Drosophila melanogaster,Dmel,IR85a,IR,NP_649833.1,NP_649833.1,ionotropic receptor 85a [Drosophila melanogaster],FlyBase/NCBI
DmelIR87a,DmelIR87a,,,Drosophila melanogaster,Dmel,IR87a,IR,NP_650290.2,NP_650290.2,ionotropic receptor 87a [Drosophila melanogaster],FlyBase/NCBI
DmelIR8a,DmelIR8a,,,Drosophila melanogaster,Dmel,IR8a,IR,Q9W365.2,Q9W365.2,RecName: Full=Ionotropic receptor coreceptor Ir8a; AltName: Full=Ionotropic receptor 8a; Flags: Precursor,FlyBase/NCBI
DmelIR92a,DmelIR92a,,,Drosophila melanogaster,Dmel,IR92a,IR,NP_001097845.2,NP_001097845.2,ionotropic receptor 92a [Drosophila melanogaster],FlyBase/NCBI
DmelIR93a,DmelIR93a,,,Drosophila melanogaster,Dmel,IR93a,IR,Q9VDH6.3,Q9VDH6.3,RecName: Full=Ionotropic receptor 93a; Flags: Precursor,FlyBase/NCBI
DmelIR94a,DmelIR94a,,,Drosophila melanogaster,Dmel,IR94a,IR,NP_732699.1,NP_732699.1,ionotropic receptor 94a [Drosophila melanogaster],FlyBase/NCBI
DmelIR94b,DmelIR94b,,,Drosophila melanogaster,Dmel,IR94b,IR,NP_732700.2,NP_732700.2,ionotropic receptor 94b [Drosophila melanogaster],FlyBase/NCBI
DmelIR94c,DmelIR94c,,,Drosophila melanogaster,Dmel,IR94c,IR,NP_732701.2,NP_732701.2,ionotropic receptor 94c [Drosophila melanogaster],FlyBase/NCBI
DmelIR94d,DmelIR94d,,,Drosophila melanogaster,Dmel,IR94d,IR,NP_001138099.1,NP_001138099.1,ionotropic receptor 94d [Drosophila melanogaster],FlyBase/NCBI
DmelIR94e,DmelIR94e,,,Drosophila melanogaster,Dmel,IR94e,IR,NP_001097885.2,NP_001097885.2,ionotropic receptor 94e [Drosophila melanogaster],FlyBase/NCBI
DmelIR94f,DmelIR94f,,,Drosophila melanogaster,Dmel,IR94f,IR,NP_732868.2,NP_732868.2,ionotropic receptor 94f [Drosophila melanogaster],FlyBase/NCBI
DmelIR94g,DmelIR94g,,,Drosophila melanogaster,Dmel,IR94g,IR,NP_651147.2,NP_651147.2,ionotropic receptor 94g [Drosophila melanogaster],FlyBase/NCBI
DmelIR94h,DmelIR94h,,,Drosophila melanogaster,Dmel,IR94h,IR,NP_651148.2,NP_651148.2,ionotropic receptor 94h [Drosophila melanogaster],FlyBase/NCBI
CstyIR25a,CstyIR25a,,,Calliphora stygia,Csty,IR25a,IR,KJ702119.1,KJ702119.1,Calliphora stygia IR gene IR25a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR8a,CstyIR8a,,,Calliphora stygia,Csty,IR8a,IR,KJ702118.1,KJ702118.1,Calliphora stygia IR gene IR8a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR110,CstyIR110,,,Calliphora stygia,Csty,IR110,IR,KJ702139.1,KJ702139.1,Calliphora stygia IR gene IR110 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR108-109,CstyIR108-109,,,Calliphora stygia,Csty,IR108-109,IR,KJ702137.1,"KJ702137.1, KJ702138.1",Calliphora stygia IR gene IR108-109 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR107,CstyIR107,,,Calliphora stygia,Csty,IR107,IR,KJ702136.1,KJ702136.1,Calliphora stygia IR gene IR107 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR106,CstyIR106,,,Calliphora stygia,Csty,IR106,IR,KJ702135.1,KJ702135.1,Calliphora stygia IR gene IR106 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR105,CstyIR105,,,Calliphora stygia,Csty,IR105,IR,KJ702134.1,KJ702134.1,Calliphora stygia IR gene IR105 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR104,CstyIR104,,,Calliphora stygia,Csty,IR104,IR,KJ702133.1,KJ702133.1,Calliphora stygia IR gene IR104 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR103,CstyIR103,,,Calliphora stygia,Csty,IR103,IR,KJ702132.1,KJ702132.1,Calliphora stygia IR gene IR103 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR102,CstyIR102,,,Calliphora stygia,Csty,IR102,IR,KJ702131.1,KJ702131.1,Calliphora stygia IR gene IR102 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR101,CstyIR101,,,Calliphora stygia,Csty,IR101,IR,KJ702130.1,KJ702130.1,Calliphora stygia IR gene IR101 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR93a,CstyIR93a,,,Calliphora stygia,Csty,IR93a,IR,KJ702129.1,KJ702129.1,Calliphora stygia IR gene IR93a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR92a,CstyIR92a,,,Calliphora stygia,Csty,IR92a,IR,KJ702128.1,KJ702128.1,Calliphora stygia IR gene IR92a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR76b,CstyIR76b,,,Calliphora stygia,Csty,IR76b,IR,KJ702127.1,KJ702127.1,Calliphora stygia IR gene IR76b (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR76a.2,CstyIR76a.2,,,Calliphora stygia,Csty,IR76a.2,IR,KJ702126.1,KJ702126.1,Calliphora stygia IR gene IR76a.2 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR76a.1,CstyIR76a.1,,,Calliphora stygia,Csty,IR76a.1,IR,KJ702125.1,KJ702125.1,Calliphora stygia IR gene IR76a.1 (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR75d,CstyIR75d,,,Calliphora stygia,Csty,IR75d,IR,KJ702124.1,KJ702124.1,Calliphora stygia IR gene IR75d (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR64a,CstyIR64a,,,Calliphora stygia,Csty,IR64a,IR,KJ702123.1,KJ702123.1,Calliphora stygia IR gene IR64a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR41a,CstyIR41a,,,Calliphora stygia,Csty,IR41a,IR,KJ702122.1,KJ702122.1,Calliphora stygia IR gene IR41a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR40a,CstyIR40a,,,Calliphora stygia,Csty,IR40a,IR,KJ702121.1,KJ702121.1,Calliphora stygia IR gene IR40a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
CstyIR31a,CstyIR31a,,,Calliphora stygia,Csty,IR31a,IR,KJ702120.1,KJ702120.1,Calliphora stygia IR gene IR31a (Leitch et al. 2015),Leitch et al. 2015 BMC Genomics (PMC4392625; GenBank KJ702047–KJ702174)
