Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
AaegOr47,AaegOr47,,,Aedes aegypti,Aaeg,Or47,OR,AaegOr47,AaegOr47,odorant receptor 47 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr48,AaegOr48,,,Aedes aegypti,Aaeg,Or48,OR,AaegOr48,AaegOr48,Odorant receptor Or48 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr49,AaegOr49,,,Aedes aegypti,Aaeg,Or49,OR,AaegOr49,AaegOr49,Odorant receptor Or49 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr50,AaegOr50,,,Aedes aegypti,Aaeg,Or50,OR,,,Odorant receptor Or50 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr51,AaegOr51,,,Aedes aegypti,Aaeg,Or51,OR,AaegOr51,AaegOr51,Odorant receptor Or51 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr52,AaegOr52,,,Aedes aegypti,Aaeg,Or52,OR,AaegOr52,AaegOr52,odorant receptor 52 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr54,AaegOr54,,,Aedes aegypti,Aaeg,Or54,OR,NP_001345097.1,NP_001345097.1,odorant receptor 54 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr55,AaegOr55,,,Aedes aegypti,Aaeg,Or55,OR,AaegOr55,AaegOr55,odorant receptor 55 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr57,AaegOr57,,,Aedes aegypti,Aaeg,Or57,OR,,,Odorant receptor Or57 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr58,AaegOr58,,,Aedes aegypti,Aaeg,Or58,OR,AaegOr58,AaegOr58,Odorant receptor Or58 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr59,AaegOr59,,,Aedes aegypti,Aaeg,Or59,OR,AaegOr59,AaegOr59,odorant receptor 59 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr60,AaegOr60,,,Aedes aegypti,Aaeg,Or60,OR,AaegOr60,AaegOr60,odorant receptor 60 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr61,AaegOr61,,,Aedes aegypti,Aaeg,Or61,OR,AaegOr61,AaegOr61,odorant receptor 61 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr62,AaegOr62,,,Aedes aegypti,Aaeg,Or62,OR,AaegOr62,AaegOr62,odorant receptor 62 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr63,AaegOr63,,,Aedes aegypti,Aaeg,Or63,OR,AaegOr63,AaegOr63,odorant receptor 63 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr64,AaegOr64,,,Aedes aegypti,Aaeg,Or64,OR,AaegOr64,AaegOr64,odorant receptor 64 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr66,AaegOr66,,,Aedes aegypti,Aaeg,Or66,OR,AaegOr66,AaegOr66,odorant receptor 66 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr67,AaegOr67,,,Aedes aegypti,Aaeg,Or67,OR,AaegOr67,AaegOr67,odorant receptor 67 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr68,AaegOr68,,,Aedes aegypti,Aaeg,Or68,OR,,,Odorant receptor Or68 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr69,AaegOr69,,,Aedes aegypti,Aaeg,Or69,OR,AaegOr69,AaegOr69,odorant receptor 69 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr70,AaegOr70,,,Aedes aegypti,Aaeg,Or70,OR,AaegOr70,AaegOr70,odorant receptor 70 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr71,AaegOr71,,,Aedes aegypti,Aaeg,Or71,OR,AaegOr71,AaegOr71,odorant receptor 71 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr72,AaegOr72,,,Aedes aegypti,Aaeg,Or72,OR,AaegOr72,AaegOr72,uncharacterized protein LOC23687549 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr73,AaegOr73,,,Aedes aegypti,Aaeg,Or73,OR,AaegOr73,AaegOr73,odorant receptor 73 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr74,AaegOr74,,,Aedes aegypti,Aaeg,Or74,OR,AaegOr74,AaegOr74,odorant receptor 74 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr75,AaegOr75,,,Aedes aegypti,Aaeg,Or75,OR,AaegOr75,AaegOr75,odorant receptor 75 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr76,AaegOr76,,,Aedes aegypti,Aaeg,Or76,OR,AaegOr76,AaegOr76,odorant receptor 76 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr77,AaegOr77,,,Aedes aegypti,Aaeg,Or77,OR,AaegOr77,AaegOr77,odorant receptor 77 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr78,AaegOr78,,,Aedes aegypti,Aaeg,Or78,OR,AaegOr78,AaegOr78,odorant receptor 78 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr79,AaegOr79,,,Aedes aegypti,Aaeg,Or79,OR,AaegOr79,AaegOr79,odorant receptor 79 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr80,AaegOr80,,,Aedes aegypti,Aaeg,Or80,OR,AaegOr80,AaegOr80,odorant receptor 80 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr81,AaegOr81,,,Aedes aegypti,Aaeg,Or81,OR,AaegOr81,AaegOr81,odorant receptor 81 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr82,AaegOr82,,,Aedes aegypti,Aaeg,Or82,OR,AaegOr82,AaegOr82,Odorant receptor Or82 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr84,AaegOr84,,,Aedes aegypti,Aaeg,Or84,OR,AaegOr84,AaegOr84,odorant receptor 84 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr85,AaegOr85,,,Aedes aegypti,Aaeg,Or85,OR,AaegOr85,AaegOr85,odorant receptor 85 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr86,AaegOr86,,,Aedes aegypti,Aaeg,Or86,OR,NP_001345068.1,NP_001345068.1,uncharacterized protein LOC23687666 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr87,AaegOr87,,,Aedes aegypti,Aaeg,Or87,OR,AaegOr87,AaegOr87,odorant receptor 87 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr88,AaegOr88,,,Aedes aegypti,Aaeg,Or88,OR,AaegOr88,AaegOr88,odorant receptor 88 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr89,AaegOr89,,,Aedes aegypti,Aaeg,Or89,OR,AaegOr89,AaegOr89,odorant receptor 89 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr90,AaegOr90,,,Aedes aegypti,Aaeg,Or90,OR,AaegOr90,AaegOr90,odorant receptor 90 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr91,AaegOr91,,,Aedes aegypti,Aaeg,Or91,OR,NP_001345349.1,NP_001345349.1,odorant receptor 91 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr92,AaegOr92,,,Aedes aegypti,Aaeg,Or92,OR,,,Odorant receptor Or92 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr93,AaegOr93,,,Aedes aegypti,Aaeg,Or93,OR,AaegOr93,AaegOr93,odorant receptor 93 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr94,AaegOr94,,,Aedes aegypti,Aaeg,Or94,OR,NP_001345350.1,NP_001345350.1,odorant receptor 94 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr95,AaegOr95,,,Aedes aegypti,Aaeg,Or95,OR,AaegOr95,AaegOr95,Odorant receptor Or95 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr96,AaegOr96,,,Aedes aegypti,Aaeg,Or96,OR,NP_001345401.1,NP_001345401.1,odorant receptor 96 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr97,AaegOr97,,,Aedes aegypti,Aaeg,Or97,OR,AaegOr97,AaegOr97,Odorant receptor Or97 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr99,AaegOr99,,,Aedes aegypti,Aaeg,Or99,OR,AaegOr99,AaegOr99,odorant receptor 99 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr100,AaegOr100,,,Aedes aegypti,Aaeg,Or100,OR,AaegOr100,AaegOr100,odorant receptor 100 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr101,AaegOr101,,,Aedes aegypti,Aaeg,Or101,OR,AaegOr101,AaegOr101,odorant receptor 101 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr102,AaegOr102,,,Aedes aegypti,Aaeg,Or102,OR,AaegOr102,AaegOr102,odorant receptor 102 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr103,AaegOr103,,,Aedes aegypti,Aaeg,Or103,OR,NP_001345108.1,NP_001345108.1,odorant receptor 103 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr104,AaegOr104,,,Aedes aegypti,Aaeg,Or104,OR,AaegOr104,AaegOr104,odorant receptor 104 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr105,AaegOr105,,,Aedes aegypti,Aaeg,Or105,OR,AaegOr105,AaegOr105,odorant receptor 105 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr106,AaegOr106,,,Aedes aegypti,Aaeg,Or106,OR,AaegOr106,AaegOr106,odorant receptor 106 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr107,AaegOr107,,,Aedes aegypti,Aaeg,Or107,OR,NP_001345140.1,NP_001345140.1,odorant receptor 107 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr108,AaegOr108,,,Aedes aegypti,Aaeg,Or108,OR,,,Odorant receptor Or108 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr110,AaegOr110,,,Aedes aegypti,Aaeg,Or110,OR,AaegOr110,AaegOr110,odorant receptor 110 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr111,AaegOr111,,,Aedes aegypti,Aaeg,Or111,OR,,,Odorant receptor Or111 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr112,AaegOr112,,,Aedes aegypti,Aaeg,Or112,OR,AaegOr112,AaegOr112,odorant receptor 112 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr113,AaegOr113,,,Aedes aegypti,Aaeg,Or113,OR,AaegOr113,AaegOr113,odorant receptor 113 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr114,AaegOr114,,,Aedes aegypti,Aaeg,Or114,OR,NP_001345550.1,NP_001345550.1,odorant receptor 114 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr115,AaegOr115,,,Aedes aegypti,Aaeg,Or115,OR,AaegOr115,AaegOr115,odorant receptor 115 isoform 1 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr116,AaegOr116,,,Aedes aegypti,Aaeg,Or116,OR,AaegOr116,AaegOr116,odorant receptor 116 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr117,AaegOr117,,,Aedes aegypti,Aaeg,Or117,OR,AaegOr117,AaegOr117,odorant receptor 117 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr118,AaegOr118,,,Aedes aegypti,Aaeg,Or118,OR,NP_001345457.1,NP_001345457.1,odorant receptor 118 [Aedes aegypti],VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr119,AaegOr119,,,Aedes aegypti,Aaeg,Or119,OR,AaegOr119,AaegOr119,odorant receptor 119 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr120,AaegOr120,,,Aedes aegypti,Aaeg,Or120,OR,,,Odorant receptor Or120 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr121,AaegOr121,,,Aedes aegypti,Aaeg,Or121,OR,AaegOr121,AaegOr121,odorant receptor 121 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr122,AaegOr122,,,Aedes aegypti,Aaeg,Or122,OR,AaegOr122,AaegOr122,odorant receptor 122 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr123,AaegOr123,,,Aedes aegypti,Aaeg,Or123,OR,AaegOr123,AaegOr123,odorant receptor 123 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr125,AaegOr125,,,Aedes aegypti,Aaeg,Or125,OR,AaegOr125,AaegOr125,odorant receptor 125 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr127,AaegOr127,,,Aedes aegypti,Aaeg,Or127,OR,,,Odorant receptor Or127 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr128,AaegOr128,,,Aedes aegypti,Aaeg,Or128,OR,AaegOr128,AaegOr128,odorant receptor 128 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr130,AaegOr130,,,Aedes aegypti,Aaeg,Or130,OR,AaegOr130,AaegOr130,Odorant receptor Or130 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr131,AaegOr131,,,Aedes aegypti,Aaeg,Or131,OR,,,Odorant receptor Or131 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / NCBI (Aedes aegypti LVPAgWG)
AaegOr132,AaegOr132,,,Aedes aegypti,Aaeg,Or132,OR,AaegOr132,AaegOr132,odorant receptor 132 isoform 1 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegOr133,AaegOr133,,,Aedes aegypti,Aaeg,Or133,OR,AaegOr133,AaegOr133,odorant receptor 133 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
HillOR182,OR182,HillOR182,XM_038046532.1,Hermetia illucens,Hill,OR182,OR,XP_037902460.1,XM_038046532.1,Odorant receptor OR182 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR188,OR188,HillOR188,XM_038046533.1,Hermetia illucens,Hill,OR188,OR,XP_037902461.1,XM_038046533.1,Odorant receptor OR188 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR184,OR184,HillOR184,XM_038046568.1,Hermetia illucens,Hill,OR184,OR,XP_037902496.1,XM_038046568.1,Odorant receptor OR184 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR183,OR183,HillOR183,XM_038046569.1,Hermetia illucens,Hill,OR183,OR,XP_037902497.1,XM_038046569.1,Odorant receptor OR183 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR173,OR173,HillOR173,XM_038046624.1,Hermetia illucens,Hill,OR173,OR,XP_037902552.1,XM_038046624.1,Odorant receptor OR173 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR140,OR140,HillOR140,XM_038046627.1,Hermetia illucens,Hill,OR140,OR,XP_037902555.1,XM_038046627.1,Odorant receptor OR140 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR144,OR144,HillOR144,XM_038046628.1,Hermetia illucens,Hill,OR144,OR,XP_037902556.1,XM_038046628.1,Odorant receptor OR144 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR143,OR143,HillOR143,XM_038046629.1,Hermetia illucens,Hill,OR143,OR,XP_037902557.1,XM_038046629.1,Odorant receptor OR143 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR135,OR135,HillOR135,XM_038046631.1,Hermetia illucens,Hill,OR135,OR,XP_037902559.1,XM_038046631.1,Odorant receptor OR135 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR138,OR138,HillOR138,XM_038046632.1,Hermetia illucens,Hill,OR138,OR,XP_037902559.1,XM_038046632.1,Odorant receptor OR138 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR139,OR139,HillOR139,XM_038046633.1,Hermetia illucens,Hill,OR139,OR,XP_037902559.1,XM_038046633.1,Odorant receptor OR139 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR82,OR82,HillOR82,XM_038046686.1,Hermetia illucens,Hill,OR82,OR,XP_037902614.1,XM_038046686.1,Odorant receptor OR82 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR187,OR187,HillOR187,XM_038047090.1,Hermetia illucens,Hill,OR187,OR,XP_037903018.1,XM_038047090.1,Odorant receptor OR187 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR195,OR195,HillOR195,XM_038047108.1,Hermetia illucens,Hill,OR195,OR,XP_037903036.1,XM_038047108.1,Odorant receptor OR195 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR186,OR186,HillOR186,XM_038047344.1,Hermetia illucens,Hill,OR186,OR,XP_037903272.1,XM_038047344.1,Odorant receptor OR186 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR111,OR111,HillOR111,XM_038047694.1,Hermetia illucens,Hill,OR111,OR,XP_037903622.1,XM_038047694.1,Odorant receptor OR111 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR119,OR119,HillOR119,XM_038047695.1,Hermetia illucens,Hill,OR119,OR,XP_037903623.1,XM_038047695.1,Odorant receptor OR119 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR177,OR177,HillOR177,XM_038047885.1,Hermetia illucens,Hill,OR177,OR,XP_037903813.1,XM_038047885.1,Odorant receptor OR177 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR170,OR170,HillOR170,XM_038048168.1,Hermetia illucens,Hill,OR170,OR,XP_037904096.1,XM_038048168.1,Odorant receptor OR170 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR169,OR169,HillOR169,XM_038048169.1,Hermetia illucens,Hill,OR169,OR,XP_037904097.1,XM_038048169.1,Odorant receptor OR169 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR176,OR176,HillOR176,XM_038048170.1,Hermetia illucens,Hill,OR176,OR,XP_037904098.1,XM_038048170.1,Odorant receptor OR176 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR166,OR166,HillOR166,XM_038048171.1,Hermetia illucens,Hill,OR166,OR,XP_037904099.1,XM_038048171.1,Odorant receptor OR166 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR174,OR174,HillOR174,XM_038048172.1,Hermetia illucens,Hill,OR174,OR,XP_037904100.1,XM_038048172.1,Odorant receptor OR174 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR89,OR89,HillOR89,XM_038048767.1,Hermetia illucens,Hill,OR89,OR,XP_037904695.1,XM_038048767.1,Odorant receptor OR89 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR116,OR116,HillOR116,XM_038048777.1,Hermetia illucens,Hill,OR116,OR,XP_037904705.1,XM_038048777.1,Odorant receptor OR116 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR142,OR142,HillOR142,XM_038048979.1,Hermetia illucens,Hill,OR142,OR,XP_037904907.1,XM_038048979.1,Odorant receptor OR142 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR167,OR167,HillOR167,XM_038049167.1,Hermetia illucens,Hill,OR167,OR,XP_037905095.1,XM_038049167.1,Odorant receptor OR167 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR193,OR193,HillOR193,XM_038049201.1,Hermetia illucens,Hill,OR193,OR,XP_037905129.1,XM_038049201.1,Odorant receptor OR193 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR192,OR192,HillOR192,XM_038049202.1,Hermetia illucens,Hill,OR192,OR,XP_037905130.1,XM_038049202.1,Odorant receptor OR192 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR178,OR178,HillOR178,XM_038049203.1,Hermetia illucens,Hill,OR178,OR,XP_037905131.1,XM_038049203.1,Odorant receptor OR178 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
